SideCode,SiteName,RelFeatureType,RelFeatureDescription,ReligiousAffiliation,DeityName,RelFeatureDate,BasisOfDate,Sculptures?,SculptureNotes,Inscription(s)?,InscriptionText,InscriptionNotes,AssociatedFeatures,AssociatedArtefacts,SiteInterpretation,InterpretationNotes,,,,,,,,,,,,,,,,
RTK04,Rudra Narasimha Mandir,Temple,"The temple structure is similar to the adjacent Kevala Narasimha temple, and is also constructed from red sandstone. It houses an identical large Narasimha statue ",Brahmanical (Vaishnava),Rudra Narasimha,Vakataka,Sculptures and Architectural style,Yes,Seated Narasimha figure,Unknown,NA,NA,,,"Single temple, Brahmanical (Vaishnava)",None,,,,,,,,,,,,,,,,
RTK07,Ramtek (Ramagiri),Temple,"The Vakataka Varaha sculpture and temple. A large theriomorphic sculpture of Varaha with an open square mandapa. ""A large image of a boar is found in an open , square pavellion on top of the Ramtek hill. The Mandapa is raised on a Jagati  and consists of four sqare pillars connected by architraves that rests on a bracket capitals.""  ",Brahmanical (Vaishnava),Varaha,First quarter of 5th Century AD,Sculptures,Yes,The large varah image is without decoration and does not have hump on its neck. A hood of serpent is seen between two forelimbs.,No,NA,NA,Ramagiri Temple ,None,"Single temple, Brahmanical (Vishnava)",None,,,,,,,,,,,,,,,,
RTK09,Ramtek (Ramagiri),Temple,"Remaining portion of the Vakataka temple structure originally around the Trivikrama sculpture, which is no longer under cover. The temple is constructed from red sandstone, and there are portions which have been re-built. ""Damaged image of Vishnu stiding through the universe stands in a open air a few meters to the east of the mandapa of a temple."" ",Brahmanical (Vaishnava),Vishnu,5th century AD,Sculptures,Yes,"The imageis not the earliest of its kind, it can be compared with gupta image of Mathura Museum and eight armed image on a lintel of Pawaya.",No,NA,NA,Ramagiri Temple ,None,"Single temple, Brahmanical (Vishnava)",None,,,,,,,,,,,,,,,,
RTK10,Guptaram Temple,Cave,"Stone built temple, constructed on the hill side of Ramtek Hill. Temple structure incorporates cave, cut into the hillside",Brahmanical (Vaishnava),Vishnu,AD450-500,Sculptures,Yes,Vishnu of Ramagiri was recovered from the debris in front of the small rock cut Guptaram temple,No,NA,NA,None,None,"Single cave, Brahmanical (Vaishnava)",None,,,,,,,,,,,,,,,,
RTK17,Devi temple,Temple,"Devi temple on the north side of Ramtek Hill. Temple appears to date from the Chalukya period, and is the only known temple of this date in the area. There are several sculptures at the temple complex",Brahmanical (Shakti),Devi,Early Medieval,Architectural style,Yes,None,Unknown,NA,NA,,,"Single temple, Brahmanical (Devi)",None,,,,,,,,,,,,,,,,
RTK18,Jain temple,Temple,"Jain temple complex on the North side of Ramtek Hill. Temples date from the early medieval to medieval periods, and there is no visible evidence of earlier structures  ",Jain,Unknown,Early Medieval to Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Multiple temple complex, Jain",None,,,,,,,,,,,,,,,,
RTK29,Ramtek,Temple,"Small stone built temple overlooking a water tank, possibly dating to the late medieval period",Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK33,Padu Meshwa temple,Temple,"Padu Meshwa temple, possibly dating to the late medieval period",Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK35,Ramtek,Temple,"Stone built temple in Ramtek, possibly dating to the late medieval period",Brahmanical (Unknown sect),,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK36,Hanuman and Ganesh temples,Temple,South facing Hanuman temple with east facing Ganesh temple to the rear. Possibly dating to the late medieval period,Brahmanical (Shaivite),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
RTK37,Ramtek,Temple,South facing Hanuman temple with east facing Shiva temple to the rear. Possibly dating to the late medieval period,Brahmanical (Shaivite),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
RTK38,Ramtek,Temple,South facing Hanuman temple with east facing Shiva temple to the rear. Possibly dating to the late medieval period,Brahmanical (Shaivite),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
RTK40,Ramtek,Temple,Stone built temple and associated gateway. Possibly dating to the late medieval period,Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK41,Ramtek,Temple,South facing Hanuman temple with east facing Shiva temple to the rear. Possibly dating to the late medieval period,Brahmanical (Shaivite),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
RTK42,Ramtek,Temple,Small south facing stone built temple. Possibly dating to the late medieval period,Brahmanical (Shaivite),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
RTK43,Ramtek,Temple,"Small south facing Hanuman temple, with well on south side. Possibly dating to the late medieval period",Brahmanical (Shaivite),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
RTK44,Ramtek,Temple,"Small stone built chattri, exhibiting Maratha influence in design and decoration",Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK45,Ramtek,Temple,Small south facing stone built temple. Possibly dating to the late medieval period,Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK46,Ramtek,Temple,"Two temples, one east facing, and second smaller south facing. Both exhibit Maratha influence in design and decoration",Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK47,Ramtek,Temple,"Stone built temple, exhibiting Maratha influence in design and decoration",Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK48,Ramtek,Temple,"Stone built temple, exhibiting Maratha influence in design and decoration",Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK49,Ramtek,Temple,"Temple group comprising several temples and step well (now filled in), possibly dating to the late medieval period",Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK52,Ramtek,Temple,Late medieval chattri,Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK53,Ramtek Hill,Temple,Early medieval temple complex within citadel area on the promontory of Ramtek Hill,Brahmanical (Shaivite and Vaishnava),Multiple,Early Medieval,Architectural style,Yes,Various carved architectural elements and figural sculptures,No,NA,NA,RTK,None,"Multiple temple complex, Brahmanical (multi sect)",None,,,,,,,,,,,,,,,,
RTK54,Ramtek Hill,Temple,"Small Naga shrine, opposite the Kevala Narasimha temple. Now containing modern sculptures",Naga,Naga,Vakataka,Architectural style,No,NA,No,NA,NA,RTK,None,"Single temple, Naga",None,,,,,,,,,,,,,,,,
RTK58,Bhogarama Temple,Temple,"Red sandstone temple, with double porch. Temple does not appear to house the original icon",Brahmanical (Unknown sect),Unknown,Vakataka,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK59,Siddhanatha cave,Cave,Siddhanatha ascetics cave next to the Guptarama temple on Ramtek Hill,Brahmanical (Shaivite),Unknown,Vakataka,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
RTK60,Kapur Bavli,Temple,Stone temple with water tank on the north side of Ramtek Hill,Brahmanical (Unknown sect),Unknown,Early medieval,Architectural style,Unknown,NA,Unknown,NA,NA,RTK,Pottery and bricks,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RTK64,Ramtek-Mansar,Temple,"Stone built temple, Possibly dating from the late medieval period",Brahmanical (Unknown sect),Unknown,Late Medieval,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
RUV01,Rani Umaravathi (Rani Amravati),Temple,Temple remains,Unidentified,Unknown,Early Medieval,Unrecorded,Yes,None,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SBD01,Salbardi,Cave,"2 rock-cut caves. The first, comprising a verandah (26'x14')with two side rooms, leading to a hall (18'x14') with two side rooms, and an innner sanctum with a Buddha image. The second, carved on a 'grander scale' comprises a verandha with side rooms, a hall with side rooms, and a sanctum with no images. The carving of the second rock cut cave appears to be incomplete.",Buddhist,N/A,2nd century AD,Architectural style,Yes,"Figure of Buddha seated on a lotus seat, the stalk of which is supported by two persons with serpent hoods (naga-purushas). The face of the Buddha is damaged. The Bodhisattvas Padmapani and Vajrapani are shown standing holding their respect ive emblems by the side of the Buddha. ",Unknown,NA,NA,Unknown,Unknown,"Multiple cave complex, Buddhist",None,,,,,,,,,,,,,,,,
SBD02,Salbardi,Temple,Hemadpanthi style,Unidentified,Unknown,Yadava,Architectural style,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SBD03,Salbardi,Temple,Hemadpanthi style,Unidentified,Unknown,Yadava,Architectural style,Unknown,NA,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SBK01,Sathbhok,Cave,7 caves,Unidentified,Unknown,Unknown,NA,No,NA,No,NA,NA,Unknown,Unknown,"Multiple cave complex, Undetermined",None,,,,,,,,,,,,,,,,
SDD01,Sindkhed,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
SDD02,Sindkhed,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
SDH01,Seldoh,Stupa,Remains of brick stupa; diameter- 28 meters,Buddhist,Unknown,Late Satavahana period ,Associated Archaeology,No,NA,No,NA,NA,Unknown,Unknown,"Stupa, Buddhist",None,,,,,,,,,,,,,,,,
SDN01,Sendurajna,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
SDR04,Sindola Rith ,Temple,Temple belonging to the 13th-14th century,Brahmanical (Unknown sect),Unknown,13th-14th century AD,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
SDU01,Sondu (Temple no.1),Temple ,"Temple consist of Garbhagruha and Mandapa and stands on 24 pillars of which 4 are in the centre. Because of absene of icon in the garbhagruha, it is very difficult to know its affiliation. It is east facing and there is entrace to the Mandapa on both North and South Direction.The upper level of the Mandapa is standing on 12 Pillars. The temple is in bad state of preservation. ",Unidentified,Unknown,12th century AD (Parmara),Architectural style,Yes,Bharvahak,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SDU02,Sondu (Temple no.2),Temple ,This temple consists of Garbhagruha and Mandapa and stands on 20 pillars. There is Shivalinga in the Garbhagriha and the entire temple is in bad stage of  preservation.,Brahmanical (Shaivite),Unknown,12th century AD (Parmara),Architectural style,Yes,Shivalinga,No,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
SDU03,Sondu (Temple no.3),Temple ,Unknown,Unidentified,Unknown,12th century AD (Parmara),Architectural style,No,NA,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SDU04,Sondu (Temple no.4),Temple ,This temple is without any image in the sanctum and comprise of two parts that is Garbhagruha and Mandapa and stands on 20 pillars. ,Unidentified,Unknown,12th century AD (Parmara),Architectural style,No,NA,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SDU05,Sondu (Temple no.5),Temple ,Temple is in bad state of preservation and only existing part is Garbhagriha which stands on 4 pillars but occupy no sculpture.,Unidentified,Unknown,12th century AD (Parmara),Architectural style,No,NA,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SDU06,Sondu (Temple no.6),Temple ,Temple is in bad state of preservation and only existing part is Garbhagriha which stands on 4 pillars but occupy no sculpture.,Unidentified,Unknown,12th century AD (Parmara),Architectural style,No,NA,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SDU07,Sondu (Temple no.7),Temple ,Temple is in bad state of preservation and only existing part is Garbhagriha which stands on 4 pillars but occupy no sculpture.,Unidentified,Unknown,12th century AD (Parmara),Architectural style,No,NA,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SDU08,Sondu (Temple no.8),Temple ,This temple is without the image in the sanctum and comprise of two parts Garbhagruha and Mandapa and stands on 20 pillars. ,Unidentified,Unknown,12th century AD (Parmara),Architectural style,No,NA,No,NA,NA,Unknown,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SIP01,,Temple,No description,Unidentified,Unknown,Yadava,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SKG01,Sakegaon (Sakeshwar Temple),Temple ,"""The temple situated in the ayatasra prakara consists of a garbhagriha, an antrala, a gudhamandapa and a mukhamandapa. It faces the east. To the north of the temple is an entrance to the courtyard. The sanctum is a caturasra chamber and contains a Shiva linga in the centre of its paved floor."" (Deglukar 1974: 79-81). The doorjam is decorated with panch shaka. The Antaral has two niches on either sides.",Brahmanical (Shaivite),Sakeshwar,Unknown,NA,Yes,"Parvati, Kubera, Ganesha, Nandi, Nataraja Shiva, Mahayogi Shiva, Uma Maheshwara alingamurthi, Brahma, Saraswati, Mahishasurmardhini, Vishnu- Laxmi and others.",No,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
SKH01,Saikheda,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
SKN01,Shashikaran,Temple,Brick temple remains. The size of the bricks are 18 x 20 x 5 cm.,Brahmanical (Shaivite),Unknown,Unknown,NA,Yes,Shivalinga similar in srtyle as found from Nagara.,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
SND01,Shenda,Temple,Remains of brick temple,Unidentified,Unknown,Vakataka,Associated Archaeology,Yes,Unknown,No,NA,NA,Ringwell,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
SNR02,Savner,Temple,Remains of temple,Brahmanical (Unknown sect),Unknown,Yadava,Stylistic,Unknown,NA,Unknown,NA,NA,None,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
SRI01,Sonri,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
STG01,Saatgaon (Vishnu Temple),Temple ,"""Temple consists of the shrine (Garbhagriha), the vestibule (antarala), the hall (Mandapa) and three porches (Mukhamandapas). The hall is open and cross- shaped, while the shrine plan is star- shaped, being formed on the basis of a circular star of twenty angles or points. Two points each are absorbed on the north, east and the south sides in forming the central panels in the niches and eight poins had to make way for the antechamber and entrance facing the west. But inside, the shrine is a square chamber containing in the centre of the back wall a bhadrapitha to hold an image."".....""The cruciform mandapa has three entrances or Mukhamandapas, i.e. porches to the north, west and the south. Each of the three porches has four dwarf pillars which differ greatly from those of the mandapa. at present, the porch to the north, instead of the one to  the front of the garbhagriha, i.e. the western, provides a convenient entrance to the mandapa. the porches are rectangular"".....""Along the margin of these porches and the Sabhamandapa are preserved sockets into which were fixed slanting transcepts serving as the back- rests or the Kakshasanas."".....""The open mandapa of the temple is characterised by a cruciform plan with centrally loctaed four pillars each being at the cornerof the nave or rangshila.""...""The garbhagriha which faces the west is a square chamber.""",Brahmanical (Vaishnava),Vishnu,2nd half of 12th century AD,Architectural style,Yes,"Parvati, Saci, Vaishnavi, , Camunda and Varahi, Ganesh, Vishnu, Laxmi, Shiva and others",No,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Vaishnava)",None,,,,,,,,,,,,,,,,
STI01,Sonti,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
SVI02,Savangi,Temple,Thadeshwar temple (no description reported),Brahmanical (Unknown sect),Unknown,Unknown,Stylistic,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)","Presence of temple noted, but no details recorded ",,,,,,,,,,,,,,,,
SWN01,Sone Warona,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
TDK01,Tidka,Temple,"Only the Garbhagriha part is original in Hemadpanthi style while all other parts are renovated. Other architectural elements like pillars, Ganeshpati, Amlak in the temple are oriaginal in character. In the vicinity there are two Shivalinga and sculptures of other deities.",Brahmanical (Shaivite),Unknown,Early Medieval,Architectural style,Yes,"Shivalinga, Nandi and other sculptures in the vicinity.",No,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
TDS01,Talegaon Dashasar,Temple,Sculptures and architectural fragments of temple,Unidentified,Unknown,Yadava,Architectural style,Yes,None,No,NA,NA,Step well,Unknown,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
TDS02,Talegaon Dashasar,Temple,Unknown,Brahmanical (Unknown sect),Unknown,Yadava,Architectural style,Yes,"Icons of Vishnu, Garudavahana Vishnu, Uma- Maheshawara, Narsimha, Indra, Mahisasuramardini, Ganesa and Varaha with devotees",No,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
TLG04,Talegaon,Temple,No description,Unidentified,Unknown,Yadava,Architectural style,Unknown,NA,Unknown,NA,NA,,,"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
TNG03,Thanegaon,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
TNG05,Thanegaon,Temple,None,Brahmanical (Unknown sect),Unknown,Early Medieval,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
TPN01,Thapona,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
TPR01,Tarapur,Temple,Sanctum and mandapa built in stone and sikhara in brick,Unidentified,Unknown,Yadava,Architectural style,Yes,"Images of Lajja-Gauri, Siva and Parvati, ascetics, viragals, naga-stones, male heads and an isolated cubical column having figures of females, horse-riders and devotees ",No,NA,NA,Unknown,Red polished ware (bowl and sprinklers),"Single temple, Undetermined",None,,,,,,,,,,,,,,,,
VJS01,Vijasan Caves,Cave,"Rock cut cave, with three assembly halls leading to inner shrines beyond, each with side rooms and ante chambers. Two of the inner shrines contain Buddha images carved into the rear wall in relief.",Buddhist,N/A,Satavahana ,Sculptures,Yes,Two seated Buddha images,Yes,Unknown,None,Unknown,Sculptural fragments,"Multiple cave complex, Buddhist",None,,,,,,,,,,,,,,,,
VLN01,Valni,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
VRG01,Mahakali Temple,Temple,None,Brahmanical (Unknown sect),Unknown,13th-14th century AD,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
VRG02,Bhandareshwar Temple,Temple,None,Brahmanical (Unknown sect),Unknown,13th-14th century AD,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
VRH01,Wadha,Temple,None,Brahmanical (Unknown sect),Unknown,12th-13th century AD,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
VYL01,Vyala,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
WAI01,Wai,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
WDL01,Wadali,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
WDN02,Wadhona II,Unknown,Fragmentary stone carved architectural and sculptural remains exposed and scattered on the surface.,Brahmanical (Unknown sect),Unknown,Medieval,Stylistic,Yes,None,No,NA,NA,NA,Unknown,"Single temple, Brahmanical (Unknown sect)",Originally identified as a settlement site,,,,,,,,,,,,,,,,
WKS01,Wakeswar,Temple,Temple comprises of Nirandhar sanctum and mukhamandap and panchasakha door ,Brahmanical (Unknown sect),Unknown,10th-11th century AD,Architectural style,Yes,Saptamatrika Panel,No,NA,NA,"Remains of earlier brick structure, probably of Temple",Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
WNK01,Waghnaka,Temple,Hemadpanthi style,Brahmanical (Shaivite),Shiva,12th-13th century AD,Architectural style,Unknown,NA,No,NA,NA,None,None,"Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
WNT01,Wagnath,Temple,None,Brahmanical (Unknown sect),Unknown,Unknown,NA,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
WRD02,Warud,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
WSM01,Washim (Fokatpura),Temple,"Oval shaped (14 x 12 m) structural remains of a temple with a star shaped plan.  'L- shaped' moulded burnt bricks were used to form a number of triangles to achieve desired shape. A square eight-angled structure was found in the centre of the structure. Probably it was enshrined with Shiva linga, now missing. The part of superstructure with angles on its exterior was traced at one corner of the structural remains. This stucture very well correspond to the one meant for Shiva-Linga. Altogether eight angles can be seen in this structure in a way demonstrates 'a primary stage of star-shaped structure' and the beginning of star-shaped paln in temple architecture of the state.",Brahmanical (Shaivite),Unknown,Vakataka,Numismatics,No,NA,No,NA,NA,Remains of other structure,"Pottery, beads, Terracotta objects, coins of Vakatakas and Kshatrapas.","Single temple, Brahmanical (Shaivite)",None,,,,,,,,,,,,,,,,
WSM02,Washim (Lala Deul),Temple,"The localtity is little more than 80 x 80 m in extent. The excavations exposed 1m thick Prakara wall which runs almost 70 m in eastwest. Along the wall, a few structures were noticed. At the northeast of the mound, the remains of the four structures were found; one of them is oval shape. It is 'exactly' similar to the one traced in Fokatpura excavation, except eight-angled structure in the centre. The southwest of the mound has revealed an oval-shaped structure palnned on a simple star. The structure had a niche to house a sculpture. The overall structure close to the sacred water tank (Kunda)consists of an octagonal Garbhagrihaand a  rectangular Mukhamandapa.",Unidentified,Unknown,Vakataka,Numismatics,No,NA,No,NA,NA,None,"Well fired Miniature Pillars (comparable in shape as depicted in Ajanta Murals); beads; terracotta figurines and iron objects; Coins of Vakatakas and Kshatrapa; Ceramics: Tavali, a channal-spouted vessel an dish on stand, Red polished ware.","Single temple, Undetermined",None,,,,,,,,,,,,,,,,
WVD01,Warvand ,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
YDD01,Yedda,Temple,None,Brahmanical (Unknown sect),Unknown,12th century AD,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
YGD01,Yengada (Rangijamindari),Temple,None,Brahmanical (Unknown sect),Unknown,Unknown,NA,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
YVM04,Yavatmal,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
ZDG01,Zadgaon,Temple,None,Brahmanical (Unknown sect),Unknown,Yadava,Unrecorded,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
ZPD01,Zadapapda,Temple,None,Brahmanical (Unknown sect),Unknown,Unknown,NA,Unknown,NA,Unknown,NA,NA,Unknown,Unknown,"Single temple, Brahmanical (Unknown sect)",None,,,,,,,,,,,,,,,,
